Key Skills,Job Title,Job ID
 business development| sales executive| fmcg sales| channel sales| counter sales| showroom sales| corporate sales| counter sales executive| dealer sales| dealer network development| outbound sales| Upselling,Sales Executive/Officer,9989
 hr recruiter| recruitment officer| recruiter| staffing| it hiring| it recruitment| recruitment consultant| technical recruiter| recruitment| recruitment executive| it staffing| it recruiter,Recruitment Executive,9990
 Unix| Linux| Windows| Troubleshooting| Firewall| DNS| IIS| Configuration management| Network security| IT services,System Administrator,9991
 GIT| Stored Procedures| Shell Scripting| Ubuntu Linux| MySQL| SQL Queries| SVN| Version Control| Bash| AWS,DBA,9992
 Analytical skills| Debugging| Unit testing| analytical| software| quality,Software Developer,9993
 SAP ABAP| BAPI| SAP Workflow,Software Developer,9994
 Recruitment Executive| HR Administrator| Sales budgeting| Sales| IT support| Client relationship| Management| Logistics| Recruitment,HR Executive,9995
b2b sales| business development| industrial sales| sales management| promotions| selling| customer satisfaction| business development manager| sales manager| sales executive| sales officer| customer relationship manager| marketing executive| marketing officer,Sales/Business Development Manager,9996
 Executive| Technology consulting| IOS| Android,Software Developer,9997
 Sales| Telecalling| Back office| Marketing Coordinator| Vendor| Counselling,Client Servicing Executive,9998
Maya| Manager Quality Control| 3D| Photography| 3DSmax| Basic,Graphic Designer,9999
 assembly language| Six Sigma| PMP| C| JavaScript| Project Manager| .NET| HTML| Oracle| Python| SQL,Project Manager-IT/Software,10000
 Direct sales| Market development| Relationship building| Usage| Mechanical| Management| Refrigeration| Troubleshooting| Business Executive| Corporate sales,Sales/Business Development Manager,10001
 SAP| Workflow| ABAP| Performance tuning| Data migration| Function modules| development| Module pool programming| technical| consulting| usage| adobe| it| Data dictionary| Analytical| Adobe Interactive Forms| infrastructure| design,Software Developer,10002
MySQL| Javascript| Oracle| server| analytical| software| bootstrap| sql| Testing tools| web| design| asp.net| mvc| c#| development| Debugging| testing| Unit testing| CSS3| quality| MS SQL| jQuery| .net| WCF| msc| applications,Software Developer,10003
 Selling| Area Sales Management| Medical Devices| sales,Area Sales Manager,10004
Bd| B2B| Concept Selling| Solution Sales| Concept Sales| Business Development| Sales Management| Competition Mapping| Corporate Sales| Marketing,Sales/Business Development Manager,10005
 Product launch| Social media marketing| Customer acquisition| Hospitality| Front office| Retail marketing| Service industry| Customer service| Windows| Merchandising,Business Alliances Manager,10006
 voice| csr| cce| inbound| debt recovery| call center| hcl| voice process| collections| outbound| cre| captive| encore| bpo| upselling| night shift| debt collection| customer care| kpo| us process| citi| calling| uk process| credit card| ITES| travel,Associate/Senior Associate -(NonTechnical),10008
 Hardware networking| Windows OS| Windows Troubleshooting| Troubleshooting| Desktop support,Customer Support Engineer/Technician,10009
 MIS| Costing| SAP| US GAAP| ERP| Forecasting| Risk management| Cash flow| Forex| MS Office,Accounts Manager,10010
 HL| Mortgage| housing loan| Home loan| home finance| LAP| housing finance,Sales/Business Development Manager,10011
 US GAAP| IFRS| Interpersonal skills| Accounting| Environmental audit| Auditing| Compliance| Manual| Legal,Chartered Accountant,10012
 Database Administration| Architectural Design| Technical Architecture,Technical Architect,10013
J2Ee| Unix| Hibernate| Python| Performance tuning| Coding| Debugging| Agile methodology| Architectural design| big data,Software Developer,10014
 remote support| asset management| Software Asset Management,Software Developer,10015
 data analysis| Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls,Operations Manager,10016
 Automation| Manual testing| Agile| software| Social media| mobile| tools| Unix shell scripting| scripting| database| Web technologies| application| web| Web application| Test cases| api| Testing,Software Developer,10017
 Legal| Companies Act| Company Secretarial| Board Meeting| FEMA| RBI| Secretarial Activities| Corporate Governance| Corporate Law| Statutory Audit| Banking Operations| Assistant Company Secretary| FCS,Company Secretary,10018
 Project management| Reconciliation| SQL| Change management| Wealth management| Windows| VB| Risk management| Continuous improvement| Information technology,Technical Architect,10019
 Azure| Visual Studio| Data Analytics| Maintenance Activities| Strong Communication Skills,Software Developer,10020
Java| Rest| Web 2.0| XML| Web Technologies| HTML| Eclipse IDE| SOAP| Ajax| SQL,Software Developer,10021
 Java| Angularjs| CSS| Hibernate| Spring Mvc| Advanced Java| JSP| Java Web Services| Spring Boot| Microservices| Rest| Core Java| Javascript| JPA| Spring Security,Software Developer,10022
 Investment banking| Consulting| Workflow| Equity research| Printing| PDF| Employee engagement| international clients| Corporate| Consultancy,Associate/Senior Associate -(NonTechnical),10023
 Interpersonal skills| Consulting| Acad| Teaching| Testing,Teacher/ Private Tutor,10024
 Outbound| Executive| Technical| US shift| Inbound voice process| Antivirus| Customer Service Executive| Technical support| Sales support| Comp,Associate/Senior Associate -(Technical),10025
 recruitment,HR Executive,10026
 Automation Testing| Manual Testing| Selenium Webdriver| API Testing| SDET| Appium| Test Cases| Framework Design| System Testing| Robot Framework| Python| Java,Testing Engineer,10027
 C#| Java| C++| Algorithms| RDBMS| Aerospike| Data Structures| PHP| Erlang| Python,Team Lead/Technical Lead,10028
fresher|voice process|Calling|Domestic Calling|International Voice Process,Associate/Senior Associate -(Technical),10029
 mvc framework| Angularjs| code ignitor| symfony| Laravel| Codeigniter| cake php| mobile applications| Magento| Yii| php| zend| mysql| MongoDB| smarty| React.Js,Software Developer,10031
 Life Insurance| Finance| Financial Consultancy| Strategy| Distribution Network| Claim Settlement| Channel Management| Business Development Management| Post Sales,Sales/Business Development Manager,10032
 Direct Tax| income tax| direct taxation| Taxation,Taxation(Direct) Manager,10033
javascript|java|rest|oauth|git|software development|jenkins|saml|web technologies|APIGEE,Software Developer,10034
SQL| HTML| Perl| Coding| Debugging| CSS3| Tools| Backend| Powershell| MongoDb,Software Developer,10035
 BPO| quality operations| Management| Competency mapping| Training| Business Executive| Transition| Relationship| Focus| Supervisor,Training Manager,10036
 pf| esic| tds| statutory compliance,Other,10037
performance test engineer|Java Stack Application|DB servers|open source|performance testing|performance engineering|application servers|jmeter|pl / sql|SQL,Testing Engineer,10038
 Auditing| Risk Consulting| Internal Audit| Process Consulting| Advisory Services| Team Leading,Audit Manager,10039
IOS| Stores| Concept design| Offshore| SAT| ISO 9001| Quality standards| life| Testing| SUN,Software Developer,10040
 Sales| Networking| Corporate Tie - ups| Distribution| Key Account Management| Information Security| Business Development| New Business| Corporate Handling| Marketing,Sales/Business Development Manager,10041
 Application Design| Application Development| Problem Management| Design Development| Communication Skills| development,Software Developer,10042
 SAN| Solution design| French| Web technologies| Technology consulting| System integration| Technology solutions| Client interfacing| Python,Head/VP/GM-Quality,10043
 complaint handling| customer complaints| freight forwarding| customer service operations,Logistics Executive,10044
 Linux Administration| Salt| Cloud Security| Docker| Ansible| Openstack| Perl| Ruby| Security Operations| Python,System Security,10045
 it recruitment| screening| hiring| sourcing| talent acquisition| it consulting| communication skills| recruitment| contract staffing| permanent staffing| permanent it recruiter| permanent software staffing,Recruitment Executive,10046
 SQL| PHP| XML| MySQL| Android| VB| Publishing| English| DTP| Mass communication,Software Developer,10047
 Devops| Linux| AWS| server| sql| deployment,Software Developer,10048
 Wireless| VMware| VPN| LAN| Agile| Packaging| Healthcare| Python| Firewall,Network Administrator,10049
 Collaboration| microsoft exchange| ms exchange| Messaging| group policy| exchange server,Technical Architect,10050
 CSS| jQuery| Front end| Web technologies| Javascript| HTML,Software Developer,10051
 marble| bd| Selling| Tiles| Area Sales Management| tile| business development| bdm| Ceramics| sales| Marketing,Sales/Business Development Manager,10052
Java| Html5| UI Development| Javascript| JSON| Node.Js| Spring Boot| MVC| JQuery| Web Development,Software Developer,10053
 Agency| cold calling| customer relationship| mr| channel sales| Banking| bdm| sales| life insurance| sales management| Telecom| marketing| bfsi| Field Sales| fmcg| rm| sdm| banca| direct sales,Sales/Business Development Manager,10054
JDBC| Filenet| RTC| Supervision| Interpersonal skills| J2Ee| Deployment| Websphere| Web services| CMIS,Software Developer,10055
 PHP| Javascript| HTML| Windows| jQuery| Wordpress| Front end| Version control| GIT| CSS,Software Developer,10056
 Technology Head| Design Patterns| OOPS| Zend| Laravel| jQuery| CodeIgniter| MySQL| MySql| PHP| MVC| CTO,Head/VP/GM-Technology(IT)/CTO,10057
 Web technologies| Javascript| PHP| css| solid| testing| JSON| jQuery| ui| Testing tools| MySQL| Node JS| html| MVC| Ajax,Software Developer,10058
 Customer service| Technical support| Outbound| Antivirus| Comp| Inbound voice process| International BPO| Sales| US shift| Inbound calls,Associate/Senior Associate -(NonTechnical),10059
 Outbound| Night shift| Recruitment| Email| Technical Support Executive| US shift| Troubleshooting| Technical support| Comp| International BPO,Associate/Senior Associate -(NonTechnical),10060
bd| b2b| corporate sale| kam| Field Sales| direct selling| direct sale| business development| corporate sales| sales| Key Accounts Manager| direct sales,Sales/Business Development Manager,10061
